站点,子站,分类,子分类,设备名称,单位,数量,单价,合价,品牌型号
邯郸,洺关管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,洺关管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邯郸,洺关管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,洺关管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,洺关管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,洺关管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,洺关管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,洺关管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,洺关管理站,通信系统,光缆监测,MDF告警监测终端,台,0.0,9800.0,0.0,
邯郸,吴庄管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,吴庄管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邯郸,吴庄管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,吴庄管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,吴庄管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,吴庄管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,吴庄管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,吴庄管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,广府管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,广府管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邯郸,广府管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,广府管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,广府管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,广府管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,广府管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,广府管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,鸡泽管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,鸡泽管理站,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邯郸,鸡泽管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,鸡泽管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,鸡泽管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,鸡泽管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,鸡泽管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,鸡泽管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,曲周管理所,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,曲周管理所,通信系统,通信传输,STM-4 光口,端口,0.0,14700.0,0.0,
邯郸,曲周管理所,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,曲周管理所,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,曲周管理所,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,曲周管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,曲周管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,曲周管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,郭河管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,郭河管理站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,郭河管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,郭河管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,郭河管理站,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,郭河管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,郭河管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,郭河管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,东部水厂末端调流阀站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,东部水厂末端调流阀站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,东部水厂末端调流阀站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,东部水厂末端调流阀站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,下庄管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,下庄管理站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,下庄管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,下庄管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,下庄管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,下庄管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,下庄管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,下庄管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,邯钢新区调流阀站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,邯钢新区调流阀站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,邯钢新区调流阀站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,邯钢新区调流阀站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,白村管理站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,白村管理站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,白村管理站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,白村管理站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,白村管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,白村管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,白村管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,白村管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,马头管理所,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,马头管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,马头管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,马头管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,马电水厂调流阀站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,马电水厂调流阀站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,马电水厂调流阀站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,马电水厂调流阀站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,肥乡分水口站,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,肥乡分水口站,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,肥乡分水口站,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,肥乡分水口站,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,肥乡分水口站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,肥乡分水口站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,肥乡分水口站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,肥乡分水口站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,郎堡管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,郎堡管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,郎堡管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,郎堡管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,临漳泵站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,临漳泵站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,临漳泵站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,临漳泵站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,成安管理所,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,成安管理所,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,成安管理所,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,成安管理所,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,成安管理所,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,成安管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,成安管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,成安管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,魏广管理所,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,魏广管理所,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,魏广管理所,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,魏广管理所,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,魏广管理所,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,魏广管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,魏广管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,魏广管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,魏县管理所,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,魏县管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,魏县管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,魏县管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,广平管理所,通信系统,通信传输,设备子架（含双路电源接入及主控、交叉、时钟、公务）,套,0.0,78400.0,0.0,
邯郸,广平管理所,通信系统,通信传输,STM-16光口,端口,0.0,19600.0,0.0,
邯郸,广平管理所,通信系统,通信传输,以太网接口,端口,0.0,7300.0,0.0,
邯郸,广平管理所,通信系统,通信传输,安装材料,套,0.0,2900.0,0.0,
邯郸,广平管理所,通信系统,通信交换,IAD接入设备,台,0.0,4300.0,0.0,
邯郸,广平管理所,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,广平管理所,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,广平管理所,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,馆陶管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,馆陶管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,馆陶管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,馆陶管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,于家店管理站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,于家店管理站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,于家店管理站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,于家店管理站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
邯郸,磁县末端水厂调流阀站,通信系统,通信交换,IAD接入设备,台,0.0,1450.0,0.0,
邯郸,磁县末端水厂调流阀站,通信系统,通信交换,MDF配线模块,套,0.0,860.0,0.0,
邯郸,磁县末端水厂调流阀站,通信系统,通信交换,MDF告警采集,套,0.0,5500.0,0.0,
邯郸,磁县末端水厂调流阀站,通信系统,通信交换,话机,部,0.0,95.0,0.0,
